symbol,date
1982.T,2023-12-09
0IV3.L,2023-12-09
6748.T,2023-12-09
WINE.L,2023-12-09
KARE.AT,2023-12-09
CAKE,2023-12-09
RGEN,2023-12-09
600612.SS,2023-12-09
WFC,2023-12-09
BXMT,2023-12-09
MGA,2023-12-09
ELLKF,2023-12-09
DND.TO,2023-12-09
CIBUS.ST,2023-12-09
CYBERMEDIA.NS,2023-12-09
002273.SZ,2023-12-09
4118.T,2023-12-09
NAVNETEDUL.NS,2023-12-09
DEC.PA,2023-12-09
LEN-B,2023-12-09
EXC,2023-12-09
301007.SZ,2023-12-09
3699.HK,2023-12-09
CTPTY,2023-12-09
LEVL,2023-12-09
MCPH,2023-12-09
THYROCARE.NS,2023-12-09
LMN.SW,2023-12-09
3056.TW,2023-12-09
ALQ.AX,2023-12-09
ELUXY,2023-12-09
NSTS,2023-12-09
VSYD.ME,2023-12-09
002901.SZ,2023-12-09
REPH,2023-12-09
603918.SS,2023-12-09
ELMN.SW,2023-12-09
GWRE,2023-12-09
023530.KS,2023-12-09
603085.SS,2023-12-09
1447.TW,2023-12-09
STRNW,2023-12-09
SQSP,2023-12-09
CI.BK,2023-12-09
FBTT,2023-12-09
GCEI,2023-12-09
LAC,2023-12-09
F3C.DE,2023-12-09
002341.SZ,2023-12-09
IVAC,2023-12-09
HELN.SW,2023-12-09
MXC.L,2023-12-09
PGOL.CN,2023-12-09
SKKRF,2023-12-09
0HFB.L,2023-12-09
603212.SS,2023-12-09
APO,2023-12-09
601928.SS,2023-12-09
8289.T,2023-12-09
8096.T,2023-12-09
FLWS,2023-12-09
CHWAW,2023-12-09
MBHCF,2023-12-09
PORBF,2023-12-09
GL.CN,2023-12-09
SEMR,2023-12-09
0QZ4.L,2023-12-09
603027.SS,2023-12-09
SREV,2023-12-09
YPB.AX,2023-12-09
PNV.AX,2023-12-09
WNNR-UN,2023-12-09
CBY.AX,2023-12-09
BRSYF,2023-12-09
0KYZ.L,2023-12-09
HO7.DE,2023-12-09
ASB-PE,2023-12-09
MNIN.TA,2023-12-09
PREM.L,2023-12-09
SBGSF,2023-12-09
JIM.L,2023-12-09
FME.L,2023-12-09
GPOR,2023-12-09
KROS,2023-12-09
NCPL,2023-12-09
SCHAND.NS,2023-12-09
KIDS,2023-12-09
3101.T,2023-12-09
9932.T,2023-12-09
AKO-B,2023-12-09
1515.T,2023-12-09
AKSHAR.NS,2023-12-09
MFT.MI,2023-12-09
03473K.KS,2023-12-09
300689.SZ,2023-12-09
603703.SS,2023-12-09
ISOLF,2023-12-09
MMTS,2023-12-09
SKUE.OL,2023-12-09
0992.HK,2023-12-09
000021.SZ,2023-12-09
OG.V,2023-12-09
300790.SZ,2023-12-09
SHMUF,2023-12-09
AXE.V,2023-12-09
SFT.F,2023-12-09
8387.T,2023-12-09
EMA.TO,2023-12-09
000413.SZ,2023-12-09
600099.SS,2023-12-09
PIER.L,2023-12-09
6032.T,2023-12-09
BUD.V,2023-12-09
FKWL,2023-12-09
HITECHCORP.NS,2023-12-09
2590.T,2023-12-09
ECPN,2023-12-09
HAR.DE,2023-12-09
TELIA1.HE,2023-12-09
MSLH.L,2023-12-09
FTOCU,2023-12-09
CRWD,2023-12-09
BYRG,2023-12-09
BRGE12.SA,2023-12-09
0631.HK,2023-12-09
9322.T,2023-12-09
ONEXF,2023-12-09
1813.HK,2023-12-09
0688.HK,2023-12-09
KBH,2023-12-09
ENBI.CN,2023-12-09
CRSQ,2023-12-09
002928.SZ,2023-12-09
MGG.V,2023-12-09
300261.SZ,2023-12-09
HUM.AX,2023-12-09
5406.T,2023-12-09
APS.TO,2023-12-09
000903.SZ,2023-12-09
ZIN.L,2023-12-09
5GG.AX,2023-12-09
2376.HK,2023-12-09
AMAOU,2023-12-09
WEGOF,2023-12-09
AWTRF,2023-12-09
ROSE.SW,2023-12-09
CDSG,2023-12-09
UNIP3.SA,2023-12-09
FPIP.ST,2023-12-09
000048.SZ,2023-12-09
SASQ.CN,2023-12-09
NICU.V,2023-12-09
BCOMF,2023-12-09
002692.SZ,2023-12-09
NZS.AX,2023-12-09
TRII,2023-12-09
AYAL.TA,2023-12-09
000953.SZ,2023-12-09
002555.SZ,2023-12-09
000055.SZ,2023-12-09
LTMAQ,2023-12-09
ENUA.F,2023-12-09
0R2Y.L,2023-12-09
BGOPF,2023-12-09
KEN.TA,2023-12-09
TANGI.ST,2023-12-09
TEAM.CN,2023-12-09
THEP.PA,2023-12-09
CLH.JO,2023-12-09
TPC,2023-12-09
GAPAW,2023-12-09
CBLNF,2023-12-09
PCOR,2023-12-09
49GP.L,2023-12-09
ICLD,2023-12-09
JMFINANCIL.NS,2023-12-09
EDHN.SW,2023-12-09
IVC.AX,2023-12-09
RAUTE.HE,2023-12-09
0118.HK,2023-12-09
SKHSF,2023-12-09
SRI.V,2023-12-09
ALWEC.PA,2023-12-09
ECHO,2023-12-09
600271.SS,2023-12-09
GZF.DE,2023-12-09
SKA.WA,2023-12-09
BFINVEST.NS,2023-12-09
GIL.TO,2023-12-09
7762.T,2023-12-09
ABSOF,2023-12-09
CDXFF,2023-12-09
SYHLF,2023-12-09
ETG.TO,2023-12-09
IOSP,2023-12-09
AAPL,2023-12-10
